,lambda,env.beta,seed,sigma2x,kappa,nsamp,section,npres,uns_nsamp,Model,MAE,correlation,worst,best,tot_cpu,sim
Total94,-3,1.2,304058,1,0.05,250,right,5,346,jointcov,0.34735721,0.920464414,"1, 61, 141, 201, 221, 301, 341, 21, 41, 101, 161, 181, 381, 121, 281, 361, 81, 241, 321","21, 61, 81, 121, 161, 221, 281, 1, 241, 301, 381, 41, 101, 201, 321, 341, 361, 181",41.20216799,11
Total95,-3,1.2,304058,1,0.05,250,right,5,346,covariate,0.97973984,-0.250729395,"1, 21, 61, 81, 101, 141, 161, 181, 201, 241, 261, 321, 341","281, 361, 381, 61, 141, 201, 221, 241, 261, 301, 321, 341, 1, 21, 41, 81, 121, 161",25.08333087,11
Total96,-3,1.2,304058,1,0.05,250,right,5,346,covariatebias,0.962638723,0.181640568,"1, 21, 61, 81, 101, 141, 161, 181, 201, 241, 261, 321, 341, 41","141, 221, 261, 281, 301, 321, 341, 361, 381, 1, 21, 41, 61, 121, 81, 161, 201",25.93770814,11
Total97,-3,1.2,304058,1,0.05,250,right,5,346,correlation_str,0.800786956,0.714730785,"1, 21, 61, 81, 101, 141, 161, 181, 201, 241, 261, 321, 341, 41, 121","281, 61, 221, 301, 341, 361, 381, 1, 21, 41, 81, 101, 121, 141, 181, 201, 321, 161, 241",62.71279693,11
Total98,-3,1.2,304058,1,0.05,250,right,5,346,correlation_uns,1.023809627,0.612598963,"241, 1, 21, 81, 101, 141, 161, 181, 221, 301, 381, 61, 321","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 341, 361",62.71279693,11
Total99,-3,1.2,304058,1,0.05,250,right,5,346,correlationbias_str,0.566736185,0.907236244,"61, 141, 161, 181, 221, 241, 261, 321, 1, 21, 41, 101, 301, 81, 341, 361","1, 21, 41, 61, 121, 141, 201, 221, 261, 301, 361, 381, 161, 241, 281, 321, 341",47.66314507,11
Total100,-3,1.2,304058,1,0.05,250,right,5,346,correlationbias_uns,0.344063064,0.922354354,"1, 61, 141, 201, 221, 281, 301, 341, 21, 41, 101, 161, 181, 381, 121, 361, 81, 241, 321","21, 121, 141, 161, 321, 1, 61, 241, 41, 101, 201, 301, 361, 181",47.66314507,11
Total101,-3,1.2,304058,1,0.05,250,midleft,26,346,structured,0.845633728,0.824365012,"1, 21, 41, 61, 81, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 361, 381","241, 321, 1, 41, 81, 101, 121, 161, 181, 281, 381, 61, 141, 201, 261, 341, 361, 21, 221",53.12904406,12
Total102,-3,1.2,304058,1,0.05,250,midleft,26,346,joint,1.063584767,0.633382095,"221, 281, 301, 361, 381, 61, 141","1, 21, 81, 101, 181, 201, 261, 341, 41, 121, 321, 161",43.57896614,12
Total103,-3,1.2,304058,1,0.05,250,midleft,26,346,jointcov,0.430325527,0.92757471,"61, 141, 181, 201, 221, 241, 301, 21, 41, 101, 121, 161, 81, 281, 361, 381","1, 21, 81, 101, 201, 221, 241, 261, 341, 361, 381, 61, 161, 321, 41, 141, 181, 301",45.56479311,12
Total104,-3,1.2,304058,1,0.05,250,midleft,26,346,covariate,0.602317998,0.851101326,"1, 21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 361, 381, 81, 161, 241, 321","141, 161, 221, 241, 301, 321, 21, 41, 81, 121, 181, 201, 261, 281, 341, 361, 61, 101, 1",26.57599092,12
Total105,-3,1.2,304058,1,0.05,250,midleft,26,346,covariatebias,0.543914519,0.858955606,"21, 41, 61, 101, 141, 241, 1, 181, 221, 301, 341, 81, 121, 161, 201, 281, 321, 361, 381","1, 41, 61, 81, 141, 201, 281, 301, 361, 381, 121, 221, 241, 261, 321, 341, 21, 101, 161, 181",25.44624209,12
Total106,-3,1.2,304058,1,0.05,250,midleft,26,346,correlation_str,0.702674992,0.8266083,"41, 61, 101, 121, 141, 201, 221, 281, 301, 361, 381","161, 181, 261, 321, 1, 21, 41, 81, 241, 341, 101, 121, 201, 281, 361, 381",63.27187514,12
Total107,-3,1.2,304058,1,0.05,250,midleft,26,346,correlation_uns,1.010075966,0.625001731,"241, 1, 61, 81, 101, 141, 161, 221, 301, 381, 321","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 341, 361",63.27187514,12
Total108,-3,1.2,304058,1,0.05,250,midleft,26,346,correlationbias_str,0.386206095,0.92485526,"1, 61, 141, 221, 281, 341, 21, 101, 161, 181, 301, 381, 81, 121, 201, 241, 361, 41","41, 81, 101, 121, 161, 181, 201, 241, 281, 361, 381, 61, 221, 261, 301, 321, 341, 1, 21, 141",53.00297213,12
Total109,-3,1.2,304058,1,0.05,250,midleft,26,346,correlationbias_uns,0.326249009,0.92732222,"1, 61, 141, 221, 281, 301, 341, 21, 41, 101, 161, 181, 381, 121, 201, 361, 81, 241, 321","41, 81, 121, 161, 201, 281, 321, 361, 381, 1, 141, 241, 21, 61, 101, 341, 181",53.00297213,12
Total110,-3,1.2,304058,1,0.05,250,midright,12,346,structured,0.659250239,0.744243184,"161, 181, 241, 321, 1, 21, 101, 141, 221, 301, 341, 81, 261","1, 21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 361, 381, 241, 341, 81, 161, 321",41.58124018,13
Total111,-3,1.2,304058,1,0.05,250,midright,12,346,joint,0.982837584,0.660916698,"1, 81, 161, 181, 241, 321, 21, 101, 141, 221, 301, 381","41, 61, 101, 121, 141, 201, 221, 281, 301, 361, 261, 341, 381, 21",43.72786903,13
Total112,-3,1.2,304058,1,0.05,250,midright,12,346,jointcov,0.369706581,0.928149931,"1, 61, 81, 141, 221, 281, 301, 321, 341, 21, 101, 181, 241, 361, 381, 161","41, 101, 121, 181, 241, 261, 321, 381, 1, 61, 81, 161, 201, 281, 341, 141, 221, 301, 361, 21",44.67114115,13
Total113,-3,1.2,304058,1,0.05,250,midright,12,346,covariate,0.562382119,0.835049045,"61, 141, 161, 241, 281, 321, 1, 21, 81, 101, 181, 221, 301, 341, 381, 261","1, 21, 41, 61, 181, 201, 261, 281, 301, 341, 361, 381, 121, 241, 141, 221, 81, 161",27.05733585,13
Total114,-3,1.2,304058,1,0.05,250,midright,12,346,covariatebias,0.609298944,0.812544904,"1, 61, 81, 141, 161, 181, 241, 261, 321, 21, 101, 221, 301, 341","41, 101, 121, 181, 201, 261, 281, 341, 361, 381, 61, 241, 321, 1, 21, 141, 221, 301, 81, 161",25.00815606,13
Total115,-3,1.2,304058,1,0.05,250,midright,12,346,correlation_str,0.563006289,0.811397936,"81, 161, 181, 241, 261, 281, 321, 1, 21, 101, 141, 221, 301, 381, 61","21, 41, 61, 141, 181, 221, 261, 281, 301, 341, 361, 381, 121, 201, 101",63.55000114,13
Total116,-3,1.2,304058,1,0.05,250,midright,12,346,correlation_uns,0.981836668,0.639297885,"161, 241, 321, 1, 21, 81, 101, 141, 181, 221, 301, 381, 61","21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 341, 361",63.55000114,13
Total117,-3,1.2,304058,1,0.05,250,midright,12,346,correlationbias_str,0.402564557,0.9306534,"1, 41, 61, 101, 141, 221, 281, 341, 21, 181, 241, 301, 321, 361, 381, 81, 261, 161","41, 61, 81, 101, 161, 181, 201, 261, 281, 321, 361, 381, 1, 121, 341, 21, 141, 221, 241, 301",49.39202309,13
Total118,-3,1.2,304058,1,0.05,250,midright,12,346,correlationbias_uns,0.324969417,0.929643569,"1, 61, 141, 221, 241, 281, 301, 341, 21, 41, 101, 161, 181, 381, 81, 321","41, 121, 201, 281, 321, 1, 61, 161, 221, 241, 21, 101, 341, 361, 181, 381",49.39202309,13
Total119,-3,1.2,304058,1,0.05,250,bottom,1,346,structured,3.614961373,0.742351799,"1, 21, 41, 61, 81, 101, 121, 161, 181, 201, 241, 261, 281, 321, 341, 361","221, 301, 281, 361, 381, 41, 61, 81, 101, 121, 141, 161, 181, 201, 241, 261, 321, 341",45.54524493,14
Total120,-3,1.2,304058,1,0.05,250,bottom,1,346,joint,1.089141493,0.609450031,"281, 61, 141, 221, 301, 381, 201, 361","1, 21, 81, 101, 181, 201, 261, 341, 41, 121, 321, 161",41.18017101,14
Total121,-3,1.2,304058,1,0.05,250,bottom,1,346,jointcov,0.763758062,0.907541787,"1, 81, 241, 281, 321, 341, 21, 141, 161, 221, 301, 361, 381, 261, 61, 181","41, 61, 121, 141, 181, 201, 221, 241, 281, 301, 341, 361, 381, 21, 101, 161, 261",41.60197592,14
Total122,-3,1.2,304058,1,0.05,250,bottom,1,346,covariate,1.712582587,0.206635639,"321, 341, 1, 21, 81, 101, 161, 181, 241, 261, 281, 361, 121","41, 61, 121, 141, 161, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361, 381, 1, 21, 101",26.34338808,14
Total123,-3,1.2,304058,1,0.05,250,bottom,1,346,covariatebias,0.66075659,0.739006432,"61, 141, 241, 21, 101, 221, 301, 321, 341, 1, 81, 161, 181, 261","41, 81, 101, 121, 201, 261, 281, 341, 361, 381, 21, 61, 141, 161, 221, 301, 241, 321",23.90691805,14
Total124,-3,1.2,304058,1,0.05,250,bottom,1,346,correlation_str,1.888207055,-0.023644101,"321, 341, 1, 21, 81, 101, 161, 181, 241, 261, 281, 361","41, 61, 81, 121, 141, 161, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361, 381, 1, 21, 101",63.30043197,14
Total125,-3,1.2,304058,1,0.05,250,bottom,1,346,correlation_uns,1.041590403,0.608363061,"241, 1, 21, 61, 81, 101, 141, 161, 181, 221, 301, 381, 321","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 341, 361",63.30043197,14
Total126,-3,1.2,304058,1,0.05,250,bottom,1,346,correlationbias_str,1.031464067,0.840279282,"141, 221, 301, 321, 341, 381, 1, 21, 81, 101, 161, 181, 241, 261, 281, 361","61, 141, 161, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361, 381, 1, 21, 41, 81, 101, 121",48.5072751,14
Total127,-3,1.2,304058,1,0.05,250,bottom,1,346,correlationbias_uns,0.344100959,0.920420985,"1, 61, 141, 201, 221, 281, 301, 341, 21, 41, 101, 161, 181, 381, 121, 361, 81, 241, 321","81, 121, 161, 321, 1, 61, 241, 281, 21, 41, 101, 341, 361, 181, 201",48.5072751,14
Total128,-3,1.2,304058,1,0.05,250,top,11,346,structured,3.685017999,-0.736914317,"1, 21, 41, 61, 81, 101, 121, 141, 161, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361","161, 181, 241, 261, 321, 341, 361, 1, 21, 41, 61, 81, 101, 121, 141, 201, 221, 281, 301, 381",25.06543612,15
Total129,-3,1.2,304058,1,0.05,250,top,11,346,joint,0.994648585,0.642837627,"221, 281, 301, 361, 381, 61, 101, 141, 81, 161, 241","1, 21, 101, 181, 201, 261, 281, 341, 361, 41, 121",41.40012479,15
Total130,-3,1.2,304058,1,0.05,250,top,11,346,jointcov,0.446883528,0.92295352,"61, 141, 181, 201, 221, 241, 301, 341, 21, 41, 101, 121, 161, 261, 81, 281, 361, 381","1, 41, 81, 101, 201, 241, 341, 361, 381, 21, 61, 161, 321, 141, 181, 221, 261, 121, 301",40.17780089,15
Total131,-3,1.2,304058,1,0.05,250,top,11,346,covariate,1.904013462,-0.619020604,"1, 21, 41, 61, 81, 101, 121, 141, 161, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361","1, 21, 81, 101, 161, 181, 241, 261, 281, 321, 341, 361, 41, 61, 121, 141, 201, 221, 301, 381",23.84031105,15
Total132,-3,1.2,304058,1,0.05,250,top,11,346,covariatebias,1.715875219,-0.568176421,"1, 21, 41, 61, 81, 101, 141, 161, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361, 121","301, 1, 21, 81, 101, 161, 181, 241, 261, 281, 321, 341, 361, 41, 61, 121, 141, 201, 221, 381",24.33781791,15
Total133,-3,1.2,304058,1,0.05,250,top,11,346,correlation_str,1.012616054,0.626960382,"1, 21, 61, 81, 101, 141, 161, 181, 201, 221, 241, 261, 321, 341, 41, 121","141, 381, 61, 101, 161, 181, 261, 281, 321, 341, 1, 21, 81, 201, 221, 241",53.3621788,15
Total134,-3,1.2,304058,1,0.05,250,top,11,346,correlation_uns,1.021869506,0.615274415,"241, 1, 21, 61, 81, 101, 141, 161, 181, 221, 301, 381, 321","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 341, 361",53.3621788,15
Total135,-3,1.2,304058,1,0.05,250,top,11,346,correlationbias_str,0.516082552,0.924071939,"61, 141, 161, 181, 201, 221, 241, 261, 301, 321, 341, 1, 21, 41, 81, 101, 121, 281, 361, 381","1, 41, 201, 341, 361, 381, 61, 241, 261, 281, 321, 21, 81, 161, 181, 101, 221, 301",49.57227015,15
Total136,-3,1.2,304058,1,0.05,250,top,11,346,correlationbias_uns,0.33953155,0.923920119,"1, 61, 141, 201, 221, 241, 281, 301, 341, 21, 41, 101, 161, 181, 381, 121, 361, 81, 321","21, 121, 321, 381, 1, 141, 161, 221, 41, 61, 101, 201, 241, 341, 361, 181",49.57227015,15
Total137,-3,1.2,304058,1,0.05,250,midbottom,7,346,structured,1.0206158,0.749162486,"21, 41, 61, 101, 141, 201, 281, 221, 301, 361, 381, 121, 161, 181, 241, 261, 321, 341","141, 161, 181, 241, 261, 321, 341, 1, 41, 81, 121, 201, 281, 361, 381, 21, 61, 101",39.0113132,16
Total138,-3,1.2,304058,1,0.05,250,midbottom,7,346,joint,1.085735748,0.650171357,"281, 381, 61, 141, 221, 301, 201, 361","1, 21, 81, 101, 181, 321, 341, 261, 161, 241",47.16899109,16
Total139,-3,1.2,304058,1,0.05,250,midbottom,7,346,jointcov,0.473597791,0.925566741,"1, 41, 61, 81, 141, 281, 321, 341, 21, 101, 221, 241, 301, 361, 381, 261, 161, 181","41, 61, 101, 161, 181, 201, 261, 281, 301, 341, 361, 381, 21, 81, 121, 141, 221, 241",44.14120483,16
Total140,-3,1.2,304058,1,0.05,250,midbottom,7,346,covariate,0.677875397,0.798072277,"1, 21, 41, 101, 121, 141, 181, 261, 281, 341, 221, 301, 321, 361, 81, 161, 241","61, 141, 161, 221, 241, 301, 321, 381, 1, 21, 41, 81, 101, 121, 181, 281, 201, 361",28.17924786,16
Total141,-3,1.2,304058,1,0.05,250,midbottom,7,346,covariatebias,0.590272688,0.795128402,"21, 41, 61, 101, 141, 281, 341, 221, 261, 301, 321, 361, 1, 81, 161, 181, 241","1, 61, 81, 141, 201, 281, 301, 341, 361, 381, 41, 121, 181, 241, 261, 321, 221, 101, 161",24.72888303,16
Total142,-3,1.2,304058,1,0.05,250,midbottom,7,346,correlation_str,0.587821967,0.85734866,"1, 21, 41, 101, 121, 141, 181, 201, 261, 281, 341, 221, 301, 321, 361, 381, 81, 161, 241, 61","141, 161, 181, 221, 241, 301, 321, 381, 1, 21, 41, 61, 81, 101, 121, 201, 361, 261, 281",53.12006903,16
Total143,-3,1.2,304058,1,0.05,250,midbottom,7,346,correlation_uns,1.007260313,0.625184293,"241, 1, 21, 81, 101, 141, 161, 181, 221, 301, 381, 61, 321","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 341, 361",53.12006903,16
Total144,-3,1.2,304058,1,0.05,250,midbottom,7,346,correlationbias_str,0.509754196,0.892142708,"1, 21, 41, 101, 121, 141, 201, 281, 341, 221, 261, 301, 321, 361, 381, 161, 181, 241","141, 161, 181, 201, 221, 241, 261, 301, 321, 341, 381, 1, 21, 41, 61, 81, 101, 121, 281, 361",52.16932201,16
Total145,-3,1.2,304058,1,0.05,250,midbottom,7,346,correlationbias_uns,0.334670941,0.925792831,"1, 61, 141, 201, 221, 281, 301, 341, 21, 41, 101, 161, 181, 381, 121, 361, 81, 241, 321","41, 81, 101, 121, 161, 201, 281, 321, 1, 61, 221, 241, 341, 361, 21, 181, 381",52.16932201,16
Total146,-3,1.2,304058,1,0.05,250,midtop,30,346,structured,0.555816006,0.818538604,"1, 61, 81, 141, 161, 181, 241, 261, 321, 341, 21, 41, 101, 221, 301, 381","21, 41, 121, 381, 61, 201, 281, 321, 1, 81, 141, 161, 241, 301, 341, 361",47.99614096,17
Total147,-3,1.2,304058,1,0.05,250,midtop,30,346,joint,0.958190409,0.665838252,"201, 221, 281, 301, 361, 381, 61, 141, 81, 161","1, 21, 101, 181, 201, 261, 341, 41, 121, 321, 281, 81, 361",46.38399005,17
Total148,-3,1.2,304058,1,0.05,250,midtop,30,346,jointcov,0.407347086,0.916850037,"61, 101, 141, 161, 181, 201, 221, 241, 301, 341, 21, 41, 81, 121, 381, 281","1, 41, 61, 81, 101, 141, 221, 301, 321, 341, 21, 201, 241, 281, 121, 181, 261, 361, 381, 161",44.07975483,17
Total149,-3,1.2,304058,1,0.05,250,midtop,30,346,covariate,0.618185566,0.768156944,"1, 61, 81, 101, 141, 161, 181, 241, 261, 321, 21, 41, 221, 301, 381","41, 101, 381, 61, 121, 201, 261, 281, 341, 21, 81, 221, 301, 321, 361, 1, 161, 241",24.72137189,17
Total150,-3,1.2,304058,1,0.05,250,midtop,30,346,covariatebias,0.748191269,0.714253852,"1, 21, 61, 81, 101, 141, 161, 181, 201, 221, 241, 261, 321, 341, 41","281, 61, 221, 301, 341, 21, 41, 81, 101, 201, 261, 321, 361, 381, 1, 161, 241",25.51385689,17
Total151,-3,1.2,304058,1,0.05,250,midtop,30,346,correlation_str,0.549226821,0.825096666,"61, 141, 161, 201, 221, 241, 281, 301, 321, 361, 381, 1, 21, 81, 101, 181","1, 61, 101, 141, 181, 221, 261, 281, 341, 361, 21, 41, 121, 201, 321, 301, 381, 81, 161",63.68731213,17
Total152,-3,1.2,304058,1,0.05,250,midtop,30,346,correlation_uns,0.992120637,0.635154791,"161, 241, 1, 21, 61, 81, 101, 141, 181, 221, 301, 381, 321","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 341, 361",63.68731213,17
Total153,-3,1.2,304058,1,0.05,250,midtop,30,346,correlationbias_str,0.379241743,0.920197571,"61, 141, 161, 181, 201, 221, 241, 341, 1, 21, 41, 81, 101, 121, 301, 381, 281","1, 21, 81, 261, 321, 341, 381, 61, 121, 141, 221, 241, 281, 301, 41, 101, 181, 361, 201",56.08970189,17
Total154,-3,1.2,304058,1,0.05,250,midtop,30,346,correlationbias_uns,0.326564805,0.926092794,"1, 61, 141, 181, 201, 221, 241, 281, 341, 21, 41, 101, 161, 301, 381, 81, 321","1, 21, 81, 121, 161, 41, 101, 181, 201, 221, 261, 281, 341, 321, 381",56.08970189,17
Total155,-3,1.2,304058,1,0.05,250,whole,32,346,structured,0.522420594,0.879113365,"1, 21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 341, 361, 221, 301, 321, 381, 81, 161, 241","61, 161, 221, 241, 301, 321, 381, 1, 21, 41, 81, 101, 121, 181, 261, 141, 281, 341, 361, 201",39.81986904,18
Total156,-3,1.2,304058,1,0.05,250,whole,32,346,joint,0.894864732,0.697137215,"281, 361, 381, 61, 141, 221, 301, 81, 161, 241","1, 21, 61, 81, 101, 141, 181, 201, 261, 341, 41, 121, 321, 281, 361",50.70778584,18
Total157,-3,1.2,304058,1,0.05,250,whole,32,346,jointcov,0.345455024,0.92632987,"61, 141, 181, 221, 241, 281, 301, 21, 41, 101, 161, 381, 81","1, 21, 121, 201, 241, 281, 41, 61, 81, 141, 161, 221, 261, 321, 341, 181, 301, 361, 381, 101",49.73889899,18
Total158,-3,1.2,304058,1,0.05,250,whole,32,346,covariate,0.515732303,0.868765777,"1, 21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 341, 301, 321, 361, 381, 81, 161, 241","61, 141, 161, 241, 301, 321, 381, 1, 21, 41, 81, 121, 261, 341, 101, 201, 221, 361",27.11435294,18
Total159,-3,1.2,304058,1,0.05,250,whole,32,346,covariatebias,0.472399642,0.872837241,"21, 41, 61, 101, 121, 141, 161, 221, 241, 281, 321, 341, 1, 81, 181, 261, 301, 361, 381","1, 61, 81, 201, 281, 341, 361, 381, 41, 121, 241, 261, 321, 21, 101, 141, 161, 221, 301",26.87748718,18
Total160,-3,1.2,304058,1,0.05,250,whole,32,346,correlation_str,0.473309202,0.89187901,"1, 21, 41, 101, 201, 221, 281, 341, 361, 381, 61, 141, 301, 81, 161, 241, 321","161, 181, 201, 221, 241, 261, 321, 341, 21, 41, 81, 121, 1, 101, 141, 281, 301, 361, 381, 61",64.18252707,18
Total161,-3,1.2,304058,1,0.05,250,whole,32,346,correlation_uns,0.969090408,0.647626624,"241, 1, 81, 101, 141, 161, 181, 221, 301, 381, 61, 321","21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 341, 361",64.18252707,18
Total162,-3,1.2,304058,1,0.05,250,whole,32,346,correlationbias_str,0.334949194,0.928287706,"1, 41, 61, 141, 221, 241, 281, 301, 341, 21, 101, 161, 181, 361, 381, 81, 321","41, 81, 101, 181, 261, 381, 61, 201, 241, 281, 321, 341, 1, 21, 121, 141, 221, 301, 361",57.01339507,18
Total163,-3,1.2,304058,1,0.05,250,whole,32,346,correlationbias_uns,0.312148275,0.932669747,"1, 61, 141, 181, 221, 241, 281, 301, 341, 21, 41, 101, 161, 361, 381, 81, 321","21, 41, 121, 361, 61, 81, 1, 101, 141, 181, 201, 241, 261, 341, 381, 161, 321",57.01339507,18
Total164,-3,1.2,304058,1,0.05,250,whole,32,346,unstructured,2.057860708,0.607088944,"221, 281, 301, 361, 381, 61, 141, 201","1, 81, 161, 181, 241, 261, 321, 21, 101",33.86194921,18
Total165,-3,1.2,304058,1,0.05,250,whole,32,346,unstructuredcov,3.964348296,0.917673658,"1, 81, 281, 321, 341, 141, 221, 241, 301, 361, 381, 261, 61, 161, 181","61, 141, 181, 201, 221, 241, 301, 341, 21, 41, 101, 121, 161, 261, 281, 361, 381",33.3369,18
Total166,-3,1.2,256947,1,0.05,250,left,3,186,structured,0.657745615,0.367213252,"21, 61, 121, 201, 301, 361, 381, 321, 1, 81, 161, 181, 241, 261, 341, 41, 101, 141, 221, 281","1, 21, 41, 101, 121, 181, 201, 281, 321, 341, 361, 61, 81, 141, 221, 261, 301, 381, 161, 241",24.65850592,19
Total167,-3,1.2,256947,1,0.05,250,left,3,186,joint,1.795408687,0.649179758,"61, 141, 221, 301, 381, 121","1, 21, 81, 101, 161, 181, 241, 261, 321, 341",40.50025201,19
Total168,-3,1.2,256947,1,0.05,250,left,3,186,jointcov,0.43903991,0.755159378,"121, 161, 201, 241, 261, 321, 341, 361, 1, 21, 41, 81, 101, 61, 221, 301, 381, 141, 281","1, 21, 41, 61, 81, 101, 121, 141, 161, 181, 221, 361, 201, 301, 341, 381, 261, 321, 241, 281",40.67315292,19
Total169,-3,1.2,256947,1,0.05,250,left,3,186,covariate,0.821095727,-0.105345592,"61, 121, 141, 201, 221, 281, 301, 361, 381, 101, 41, 161, 321, 341, 21, 181","1, 21, 41, 81, 101, 121, 161, 181, 201, 261, 321, 361, 241, 341, 381, 61, 141, 221, 281, 301",24.25338197,19
Total170,-3,1.2,256947,1,0.05,250,left,3,186,covariatebias,0.824905707,-0.204635653,"41, 61, 121, 141, 201, 221, 281, 301, 361, 381, 21, 101, 161, 321, 341, 181","1, 21, 101, 181, 201, 261, 321, 341, 361, 41, 81, 121, 161, 241, 381, 61, 141, 221, 281, 301",24.04371095,19
Total171,-3,1.2,256947,1,0.05,250,left,3,186,correlation_str,0.779308714,0.682964765,"21, 101, 221, 281, 301, 341, 361, 381, 41, 61, 121, 141, 181, 201, 161, 261, 321","1, 81, 101, 121, 161, 181, 201, 241, 261, 321, 21, 341, 361, 41, 301, 381, 61, 221, 281",52.82950211,19
Total172,-3,1.2,256947,1,0.05,250,left,3,186,correlation_uns,1.06741995,0.650180488,"61, 141, 221, 301, 381, 101, 321, 1, 81, 161, 241","21, 41, 101, 121, 181, 201, 261, 281, 341, 361, 61, 141, 221, 301",52.82950211,19
Total173,-3,1.2,256947,1,0.05,250,left,3,186,correlationbias_str,0.527429833,0.653171791,"21, 101, 201, 281, 361, 41, 161, 321, 1, 81, 181, 221, 241, 261, 301, 341, 381, 61, 121, 141","1, 41, 81, 101, 121, 141, 161, 181, 221, 241, 301, 321, 341, 381, 201, 261, 281, 361, 21",43.74950409,19
Total174,-3,1.2,256947,1,0.05,250,left,3,186,correlationbias_uns,0.443964495,0.739058569,"121, 161, 201, 241, 281, 321, 341, 361, 1, 21, 41, 81, 101, 181, 261, 61, 221, 301, 381, 141","1, 21, 41, 81, 101, 121, 141, 161, 201, 261, 281, 341, 361, 61, 221, 301, 381, 241",43.74950409,19
Total175,-3,1.2,256947,1,0.05,250,right,4,186,structured,0.673211645,0.283537592,"21, 101, 181, 261, 281, 361, 41, 161, 241, 321, 1, 81, 301, 341, 61, 121, 141, 201, 221, 381","1, 41, 81, 161, 201, 241, 261, 281, 301, 321, 341, 381, 21, 141, 181, 221, 361, 121",31.8120141,20
Total176,-3,1.2,256947,1,0.05,250,right,4,186,joint,2.662897644,0.633983288,"1, 21, 81, 101, 161, 181, 241, 261, 321, 341","61, 141, 221, 301, 381, 121, 201",39.83893895,20
Total177,-3,1.2,256947,1,0.05,250,right,4,186,jointcov,0.817188009,0.730961279,"121, 201, 261, 301, 341, 381, 21, 101, 141, 361, 41, 61, 181, 221, 281","1, 81, 161, 241, 281, 301, 321, 341, 381, 21, 41, 61, 101, 121, 141, 181, 221, 261",41.12942195,20
Total178,-3,1.2,256947,1,0.05,250,right,4,186,covariate,1.079441361,0.521359084,"1, 81, 161, 241, 21, 101, 41, 121, 321, 361, 61, 141, 201, 221, 261, 281, 301, 341, 381","21, 101, 121, 181, 201, 261, 301, 341, 361, 381, 41, 61, 141, 161, 221, 1, 81, 241, 321",26.21970701,20
Total179,-3,1.2,256947,1,0.05,250,right,4,186,covariatebias,0.912281392,0.456628018,"1, 61, 81, 121, 141, 161, 201, 241, 301, 341, 381, 21, 101, 361, 41, 221, 281","21, 101, 181, 201, 261, 281, 341, 361, 41, 61, 121, 161, 221, 241, 301, 321, 381, 1, 81, 141",23.69534707,20
